GRID,YR,mom,litter.size,SEX,Growt,cones
LL,1989,5,3,F,1.722222222,3.160903
LL,1989,5,3,F,1.777777778,3.160903
LL,1989,5,3,F,1.833333333,3.160903
SU,1989,94,2,F,2.333333333,3.160903
SU,1989,94,2,F,2.5,3.160903
SU,1989,319,2,M,0.666666667,3.160903
SU,1989,319,2,F,1.933333333,3.160903
KL,1989,458,1,M,2.75,3.160903
SU,1989,489,2,M,2,3.160903
SU,1989,489,2,F,1.7,3.160903
KL,1989,498,3,M,1.785714286,3.160903
KL,1989,498,3,M,1.857142857,3.160903
KL,1989,498,3,M,2,3.160903
SU,1989,500,3,F,1.7,3.160903
SU,1989,500,3,M,2,3.160903
SU,1989,500,3,F,2.1,3.160903
LL,1989,507,3,M,2.545454545,3.160903
LL,1989,507,3,F,2.545454545,3.160903
LL,1989,507,3,M,2.727272727,3.160903
SU,1990,6,2,M,0.111111111,0
SU,1990,6,2,M,0.444444444,0
SU,1990,8,3,F,2.090909091,0
SU,1990,8,3,F,2.272727273,0
SU,1990,8,3,F,2.272727273,0
SU,1990,20,2,M,0.80952381,0
SU,1990,20,2,F,1.428571429,0
KL,1990,458,3,M,1.258064516,0
KL,1990,458,3,F,1.35483871,0
KL,1990,458,3,F,1.387096774,0
KL,1990,472,2,F,1.5,0
KL,1990,472,2,M,1.5,0
KL,1990,483,2,M,2.071428571,0
KL,1990,483,2,M,2.071428571,0
SU,1990,486,3,M,1.785714286,0
SU,1990,486,3,M,1.928571429,0
SU,1990,486,3,M,2.071428571,0
SU,1990,490,2,F,1.793103448,0
SU,1990,490,2,M,1.896551724,0
LL,1990,493,3,M,2,0
LL,1990,493,3,M,2,0
LL,1990,493,3,F,2.125,0
LL,1990,497,3,F,1.409090909,0
LL,1990,497,3,M,1.863636364,0
LL,1990,497,3,F,1.909090909,0
KL,1990,501,2,M,1.214285714,0
KL,1990,501,2,M,1.285714286,0
SU,1990,520,3,M,1.473684211,0
SU,1990,520,3,F,1.5,0
SU,1990,520,3,F,1.631578947,0
SU,1990,521,2,F,1.304347826,0
SU,1990,521,2,M,1.434782609,0
SU,1991,13,3,F,2.05,2.210846
SU,1991,13,3,F,2.35,2.210846
SU,1991,13,3,F,2.05,2.210846
LL,1991,17,2,F,2.347826087,2.210846
LL,1991,17,2,F,2.52173913,2.210846
SU,1991,18,2,F,2,2.210846
SU,1991,18,2,F,2.181818182,2.210846
SU,1991,20,3,M,2,2.210846
SU,1991,20,3,M,2,2.210846
SU,1991,20,3,F,2,2.210846
LL,1991,23,3,F,1.411764706,2.210846
LL,1991,23,3,M,1.647058824,2.210846
LL,1991,23,3,M,1.705882353,2.210846
SU,1991,27,3,M,1.75,2.210846
SU,1991,27,3,F,1.833333333,2.210846
SU,1991,27,3,M,1.958333333,2.210846
LL,1991,34,2,F,1.954545455,2.210846
LL,1991,34,2,M,2.227272727,2.210846
LL,1991,39,2,F,2.357142857,2.210846
LL,1991,39,2,M,2.428571429,2.210846
LL,1991,40,2,F,2.24137931,2.210846
LL,1991,40,2,M,2.344827586,2.210846
SU,1991,43,2,M,2,2.210846
SU,1991,43,2,F,2.058823529,2.210846
SU,1991,47,4,F,2.083333333,2.210846
SU,1991,47,4,M,2.25,2.210846
SU,1991,47,4,M,2.333333333,2.210846
SU,1991,47,4,M,2.583333333,2.210846
SU,1991,89,3,M,2.047619048,2.210846
SU,1991,89,3,F,2.047619048,2.210846
SU,1991,89,3,F,2.047619048,2.210846
SU,1991,90,3,M,1.523809524,2.210846
SU,1991,90,3,F,1.571428571,2.210846
SU,1991,90,3,F,1.666666667,2.210846
SU,1991,94,3,M,1.75,2.210846
SU,1991,94,3,F,1.75,2.210846
SU,1991,94,3,F,1.833333333,2.210846
LL,1991,227,1,F,2.1,2.210846
SU,1991,378,3,F,1.777777778,2.210846
SU,1991,378,3,M,1.833333333,2.210846
SU,1991,378,3,M,2,2.210846
KL,1991,471,3,F,1.833333333,2.210846
KL,1991,471,3,M,1.833333333,2.210846
KL,1991,471,3,F,1.916666667,2.210846
SU,1991,480,2,F,1.7,2.210846
SU,1991,480,2,M,1.8,2.210846
SU,1991,484,2,F,2,2.210846
SU,1991,484,2,F,2.130434783,2.210846
SU,1991,485,2,F,2.136363636,2.210846
SU,1991,485,2,F,2.181818182,2.210846
SU,1991,488,3,M,1.833333333,2.210846
SU,1991,488,3,M,1.833333333,2.210846
SU,1991,488,3,M,1.833333333,2.210846
LL,1991,495,3,M,1.75,2.210846
LL,1991,495,3,M,1.8,2.210846
LL,1991,495,3,F,1.9,2.210846
LL,1991,497,3,F,1.80952381,2.210846
LL,1991,497,3,F,1.952380952,2.210846
LL,1991,497,3,F,2.047619048,2.210846
SU,1991,499,2,F,1.75,2.210846
SU,1991,499,2,F,1.875,2.210846
SU,1991,500,2,F,1.916666667,2.210846
SU,1991,500,2,M,2.5,2.210846
KL,1991,501,3,M,1.708333333,2.210846
KL,1991,501,3,F,1.75,2.210846
KL,1991,501,3,F,1.75,2.210846
LL,1991,504,1,M,2.46875,2.210846
LL,1991,506,2,F,2.55,2.210846
LL,1991,506,2,M,2.75,2.210846
SU,1991,511,3,F,1.826086957,2.210846
SU,1991,511,3,M,1.869565217,2.210846
SU,1991,511,3,M,1.869565217,2.210846
KL,1991,512,2,M,1.681818182,2.210846
KL,1991,512,2,M,1.772727273,2.210846
SU,1991,514,3,M,2.04,2.210846
SU,1991,514,3,M,2.04,2.210846
SU,1991,514,3,F,2.16,2.210846
KL,1991,517,2,F,2.136363636,2.210846
KL,1991,517,2,F,2.227272727,2.210846
SU,1991,519,3,F,2.636363636,2.210846
SU,1991,519,3,M,2.727272727,2.210846
SU,1991,519,3,M,2.818181818,2.210846
SU,1991,520,3,F,1.409090909,2.210846
SU,1991,520,3,F,1.5,2.210846
SU,1991,520,3,M,1.5,2.210846
KL,1992,1,4,F,1.481481481,0.596311
KL,1992,1,4,F,1.481481481,0.596311
KL,1992,1,4,F,1.518518519,0.596311
KL,1992,1,4,M,1.518518519,0.596311
LL,1992,14,4,F,0.95,0.596311
LL,1992,14,4,M,1.1,0.596311
LL,1992,14,4,F,1.1,0.596311
LL,1992,14,4,F,1.3,0.596311
LL,1992,17,3,F,1.958333333,0.596311
LL,1992,17,3,F,2.041666667,0.596311
LL,1992,17,3,F,2.041666667,0.596311
SU,1992,25,3,M,1.192307692,0.596311
SU,1992,25,3,M,1.192307692,0.596311
SU,1992,25,3,M,1.192307692,0.596311
SU,1992,28,2,M,1.941176471,0.596311
SU,1992,28,2,F,2.176470588,0.596311
KL,1992,29,2,F,1.875,0.596311
KL,1992,29,2,M,1.875,0.596311
KL,1992,30,1,M,2.875,0.596311
LL,1992,34,5,F,0.545454545,0.596311
LL,1992,34,5,M,0.636363636,0.596311
LL,1992,34,5,F,0.818181818,0.596311
LL,1992,34,5,M,1,0.596311
LL,1992,34,5,F,1,0.596311
LL,1992,37,2,M,2.125,0.596311
LL,1992,37,2,M,2.25,0.596311
LL,1992,38,2,F,1.384615385,0.596311
LL,1992,38,2,M,1.615384615,0.596311
LL,1992,40,3,M,1.5,0.596311
LL,1992,40,3,M,1.625,0.596311
LL,1992,40,3,F,1.75,0.596311
SU,1992,47,3,F,1.342857143,0.596311
SU,1992,47,3,M,1.428571429,0.596311
SU,1992,47,3,M,1.514285714,0.596311
KL,1992,48,3,F,1.2,0.596311
KL,1992,48,3,F,1.25,0.596311
KL,1992,48,3,F,1.3,0.596311
KL,1992,49,2,F,1.72,0.596311
KL,1992,49,2,F,1.76,0.596311
SU,1992,51,2,M,1.333333333,0.596311
SU,1992,51,2,F,1.380952381,0.596311
KL,1992,58,4,M,1.333333333,0.596311
KL,1992,58,4,F,1.380952381,0.596311
KL,1992,58,4,M,1.380952381,0.596311
KL,1992,58,4,M,1.428571429,0.596311
KL,1992,61,4,M,1,0.596311
KL,1992,61,4,F,1.035714286,0.596311
KL,1992,61,4,M,1.107142857,0.596311
KL,1992,61,4,M,1.214285714,0.596311
SU,1992,85,3,F,1.233333333,0.596311
SU,1992,85,3,F,1.333333333,0.596311
SU,1992,85,3,F,1.366666667,0.596311
SU,1992,98,3,M,0.96969697,0.596311
SU,1992,98,3,F,0.96969697,0.596311
SU,1992,98,3,M,1.03030303,0.596311
KL,1992,102,4,F,0.772727273,0.596311
KL,1992,102,4,M,0.954545455,0.596311
KL,1992,102,4,M,0.954545455,0.596311
KL,1992,102,4,M,1.045454545,0.596311
LL,1992,105,3,M,1.294117647,0.596311
LL,1992,105,3,F,1.294117647,0.596311
LL,1992,105,3,M,1.352941176,0.596311
LL,1992,107,3,F,1.333333333,0.596311
LL,1992,107,3,M,1.407407407,0.596311
LL,1992,107,3,M,1.444444444,0.596311
LL,1992,108,2,M,1.222222222,0.596311
LL,1992,108,2,F,1.259259259,0.596311
LL,1992,110,4,F,0.785714286,0.596311
LL,1992,110,4,M,0.857142857,0.596311
LL,1992,110,4,M,0.892857143,0.596311
LL,1992,110,4,F,0.892857143,0.596311
LL,1992,112,2,M,1.909090909,0.596311
LL,1992,112,2,M,1.909090909,0.596311
LL,1992,113,3,M,1.230769231,0.596311
LL,1992,113,3,M,1.384615385,0.596311
LL,1992,113,3,F,1.384615385,0.596311
LL,1992,114,3,F,1.315789474,0.596311
LL,1992,114,3,F,1.421052632,0.596311
LL,1992,114,3,F,1.421052632,0.596311
LL,1992,115,2,M,1,0.596311
LL,1992,115,2,F,1.333333333,0.596311
LL,1992,200,3,M,1,0.596311
LL,1992,200,3,M,1.3,0.596311
LL,1992,200,3,M,1.3,0.596311
LL,1992,214,3,M,1.4,0.596311
LL,1992,214,3,M,1.45,0.596311
LL,1992,214,3,M,1.55,0.596311
SU,1992,484,3,F,1.233333333,0.596311
SU,1992,484,3,M,1.333333333,0.596311
SU,1992,484,3,M,1.433333333,0.596311
SU,1992,486,3,F,1.875,0.596311
SU,1992,486,3,F,1.916666667,0.596311
SU,1992,486,3,F,1.958333333,0.596311
LL,1992,495,3,F,0.4,0.596311
LL,1992,495,3,F,0.4,0.596311
LL,1992,495,3,M,0.5,0.596311
KL,1992,502,3,M,1.409090909,0.596311
KL,1992,502,3,F,1.454545455,0.596311
KL,1992,502,3,M,1.454545455,0.596311
LL,1992,503,4,F,1.0625,0.596311
LL,1992,503,4,F,1.125,0.596311
LL,1992,503,4,F,1.25,0.596311
LL,1992,503,4,F,1.3125,0.596311
SU,1992,515,2,F,1.15625,0.596311
SU,1992,515,2,F,1.25,0.596311
KL,1992,518,3,M,0.8,0.596311
KL,1992,518,3,M,1.1,0.596311
KL,1992,518,3,F,1.15,0.596311
SU,1992,519,1,F,1.608695652,0.596311
SU,1993,11,2,M,2.117647059,3.454216
SU,1993,11,2,M,2.235294118,3.454216
SU,1993,12,4,F,1.8,3.454216
SU,1993,12,4,M,2.1,3.454216
SU,1993,12,4,M,2.2,3.454216
SU,1993,12,4,F,2.2,3.454216
SU,1993,25,4,F,2.142857143,3.454216
SU,1993,25,4,M,2.214285714,3.454216
SU,1993,25,4,F,2.357142857,3.454216
SU,1993,25,4,F,2.357142857,3.454216
KL,1993,30,5,F,1.285714286,3.454216
KL,1993,30,5,F,1.380952381,3.454216
KL,1993,30,5,F,1.428571429,3.454216
KL,1993,30,5,M,1.523809524,3.454216
KL,1993,30,5,M,1.619047619,3.454216
LL,1993,34,4,F,1.526315789,3.454216
LL,1993,34,4,M,1.631578947,3.454216
LL,1993,34,4,M,1.684210526,3.454216
LL,1993,34,4,M,1.684210526,3.454216
LL,1993,35,3,M,1.210526316,3.454216
LL,1993,35,3,M,1.263157895,3.454216
LL,1993,35,3,M,1.315789474,3.454216
LL,1993,37,3,F,2.461538462,3.454216
LL,1993,37,3,F,2.538461538,3.454216
LL,1993,37,3,M,2.769230769,3.454216
KL,1993,48,3,F,1.9,3.454216
KL,1993,48,3,M,1.9,3.454216
KL,1993,48,3,M,2,3.454216
KL,1993,49,2,F,2.428571429,3.454216
KL,1993,49,2,M,2.5,3.454216
KL,1993,55,2,M,1.642857143,3.454216
KL,1993,55,2,F,1.857142857,3.454216
KL,1993,57,3,F,1.733333333,3.454216
KL,1993,57,3,F,2.066666667,3.454216
KL,1993,57,3,M,2.2,3.454216
KL,1993,59,3,F,1.95,3.454216
KL,1993,59,3,F,2.1,3.454216
KL,1993,59,3,F,2.1,3.454216
KL,1993,60,2,F,2.428571429,3.454216
KL,1993,60,2,F,2.428571429,3.454216
KL,1993,61,5,F,1.75,3.454216
KL,1993,61,5,F,1.75,3.454216
KL,1993,61,5,F,1.833333333,3.454216
KL,1993,61,5,F,1.833333333,3.454216
KL,1993,61,5,M,2.083333333,3.454216
KL,1993,62,3,F,3.333333333,3.454216
KL,1993,62,3,M,3.583333333,3.454216
KL,1993,62,3,F,3.75,3.454216
KL,1993,63,3,M,1.1875,3.454216
KL,1993,63,3,M,1.5625,3.454216
KL,1993,63,3,M,2.1875,3.454216
KL,1993,64,3,F,2.263157895,3.454216
KL,1993,64,3,F,2.263157895,3.454216
KL,1993,64,3,F,2.315789474,3.454216
KL,1993,65,3,F,2,3.454216
KL,1993,65,3,M,2.333333333,3.454216
KL,1993,65,3,M,2.416666667,3.454216
KL,1993,68,3,F,1.923076923,3.454216
KL,1993,68,3,F,2,3.454216
KL,1993,68,3,M,2.153846154,3.454216
SU,1993,86,3,M,1.571428571,3.454216
SU,1993,86,3,M,1.666666667,3.454216
SU,1993,86,3,M,1.952380952,3.454216
SU,1993,88,3,M,2.25,3.454216
SU,1993,88,3,M,2.5,3.454216
SU,1993,88,3,M,2.5,3.454216
SU,1993,91,4,F,1.666666667,3.454216
SU,1993,91,4,F,1.722222222,3.454216
SU,1993,91,4,M,1.888888889,3.454216
SU,1993,91,4,M,1.944444444,3.454216
SU,1993,92,2,M,2.8,3.454216
SU,1993,92,2,M,3,3.454216
SU,1993,93,3,M,1.411764706,3.454216
SU,1993,93,3,F,2,3.454216
SU,1993,93,3,M,2.117647059,3.454216
SU,1993,95,3,M,1.416666667,3.454216
SU,1993,95,3,M,1.583333333,3.454216
SU,1993,95,3,M,1.625,3.454216
SU,1993,97,4,M,1.875,3.454216
SU,1993,97,4,M,1.958333333,3.454216
SU,1993,97,4,M,1.958333333,3.454216
SU,1993,97,4,M,2.041666667,3.454216
SU,1993,99,3,F,1.5,3.454216
SU,1993,99,3,M,1.6,3.454216
SU,1993,99,3,M,1.75,3.454216
SU,1993,103,3,M,1.6,3.454216
SU,1993,103,3,M,1.6,3.454216
SU,1993,103,3,M,1.75,3.454216
SU,1993,104,3,M,1.9375,3.454216
SU,1993,104,3,M,2.1875,3.454216
SU,1993,104,3,M,2.3125,3.454216
LL,1993,107,3,F,1.25,3.454216
LL,1993,107,3,M,1.625,3.454216
LL,1993,107,3,M,1.8125,3.454216
LL,1993,111,4,F,1,3.454216
LL,1993,111,4,F,1.142857143,3.454216
LL,1993,111,4,M,1.142857143,3.454216
LL,1993,111,4,M,1.428571429,3.454216
LL,1993,119,3,F,2.2,3.454216
LL,1993,119,3,M,2.7,3.454216
LL,1993,119,3,F,2.8,3.454216
LL,1993,121,1,M,2.162162162,3.454216
LL,1993,191,3,M,1.214285714,3.454216
LL,1993,191,3,F,1.428571429,3.454216
LL,1993,191,3,F,1.714285714,3.454216
LL,1993,201,3,F,2.368421053,3.454216
LL,1993,201,3,F,2.368421053,3.454216
LL,1993,201,3,M,2.684210526,3.454216
SU,1993,378,2,F,2.692307692,3.454216
SU,1993,378,2,M,2.846153846,3.454216
SU,1993,484,4,F,2,3.454216
SU,1993,484,4,M,2,3.454216
SU,1993,484,4,M,2.2,3.454216
SU,1993,484,4,F,2.266666667,3.454216
SU,1993,491,3,M,1.882352941,3.454216
SU,1993,491,3,F,2,3.454216
SU,1993,491,3,M,2.117647059,3.454216
LL,1993,506,2,F,2,3.454216
LL,1993,506,2,M,2.181818182,3.454216
SU,1993,520,4,M,1.411764706,3.454216
SU,1993,520,4,M,1.470588235,3.454216
SU,1993,520,4,F,1.529411765,3.454216
SU,1993,520,4,M,1.647058824,3.454216
SU,1994,11,3,F,2.416666667,4.180286
SU,1994,11,3,M,2.5,4.180286
SU,1994,11,3,F,2.666666667,4.180286
SU,1994,12,3,F,2,4.180286
SU,1994,12,3,F,2.25,4.180286
SU,1994,12,3,M,2.833333333,4.180286
SU,1994,19,3,F,2.111111111,4.180286
SU,1994,19,3,F,2.111111111,4.180286
SU,1994,19,3,M,2.222222222,4.180286
KL,1994,26,4,F,1.642857143,4.180286
KL,1994,26,4,F,1.857142857,4.180286
KL,1994,26,4,M,1.928571429,4.180286
KL,1994,26,4,F,2,4.180286
LL,1994,35,3,F,1.65,4.180286
LL,1994,35,3,M,1.952380952,4.180286
LL,1994,35,3,M,2,4.180286
KL,1994,49,4,F,1.923076923,4.180286
KL,1994,49,4,M,2,4.180286
KL,1994,49,4,M,2,4.180286
KL,1994,49,4,M,2.076923077,4.180286
KL,1994,50,3,F,2.125,4.180286
KL,1994,50,3,M,2.75,4.180286
KL,1994,50,3,M,2.875,4.180286
KL,1994,56,3,F,2,4.180286
KL,1994,56,3,F,2.2,4.180286
KL,1994,56,3,F,2.4,4.180286
KL,1994,57,3,M,2,4.180286
KL,1994,57,3,M,2.181818182,4.180286
KL,1994,57,3,M,2.181818182,4.180286
KL,1994,59,2,F,2.923076923,4.180286
KL,1994,59,2,M,3.153846154,4.180286
KL,1994,61,4,F,2.363636364,4.180286
KL,1994,61,4,M,2.909090909,4.180286
KL,1994,61,4,M,3,4.180286
KL,1994,61,4,M,3.090909091,4.180286
KL,1994,63,3,F,1.7,4.180286
KL,1994,63,3,M,1.9,4.180286
KL,1994,63,3,M,2,4.180286
KL,1994,64,3,F,1.444444444,4.180286
KL,1994,64,3,F,1.777777778,4.180286
KL,1994,64,3,M,1.888888889,4.180286
KL,1994,67,3,F,2,4.180286
KL,1994,67,3,M,2,4.180286
KL,1994,67,3,M,2.25,4.180286
KL,1994,69,3,F,2.111111111,4.180286
KL,1994,69,3,M,2.333333333,4.180286
KL,1994,69,3,F,2.333333333,4.180286
KL,1994,70,2,M,1.8125,4.180286
KL,1994,70,2,F,2,4.180286
KL,1994,73,3,F,2,4.180286
KL,1994,73,3,M,2.090909091,4.180286
KL,1994,73,3,F,2.181818182,4.180286
KL,1994,74,3,F,2.285714286,4.180286
KL,1994,74,3,M,2.571428571,4.180286
KL,1994,74,3,M,2.571428571,4.180286
KL,1994,75,2,M,2.428571429,4.180286
KL,1994,75,2,F,2.428571429,4.180286
SU,1994,91,4,F,1.833333333,4.180286
SU,1994,91,4,F,2.055555556,4.180286
SU,1994,91,4,M,2.111111111,4.180286
SU,1994,91,4,M,2.222222222,4.180286
SU,1994,92,4,M,0.346153846,4.180286
SU,1994,92,4,F,0.730769231,4.180286
SU,1994,92,4,F,0.923076923,4.180286
SU,1994,92,4,F,1.344827586,4.180286
SU,1994,95,3,F,2.15,4.180286
SU,1994,95,3,F,2.2,4.180286
SU,1994,95,3,F,2.3,4.180286
SU,1994,96,3,M,1.416666667,4.180286
SU,1994,96,3,M,1.416666667,4.180286
SU,1994,96,3,F,1.416666667,4.180286
SU,1994,97,4,F,1.875,4.180286
SU,1994,97,4,M,2,4.180286
SU,1994,97,4,F,2,4.180286
SU,1994,97,4,F,2.1875,4.180286
SU,1994,99,3,M,2.142857143,4.180286
SU,1994,99,3,F,2.285714286,4.180286
SU,1994,99,3,M,2.428571429,4.180286
SU,1994,103,4,F,0.333333333,4.180286
SU,1994,103,4,F,2.166666667,4.180286
SU,1994,103,4,F,2.5,4.180286
SU,1994,103,4,F,3,4.180286
LL,1994,111,3,F,1.9,4.180286
LL,1994,111,3,M,1.9,4.180286
LL,1994,111,3,F,2,4.180286
LL,1994,148,3,M,1.857142857,4.180286
LL,1994,148,3,M,2.071428571,4.180286
LL,1994,148,3,M,2.285714286,4.180286
SU,1994,161,3,F,2,4.180286
SU,1994,161,3,F,2.285714286,4.180286
SU,1994,161,3,F,2.714285714,4.180286
SU,1994,163,3,F,2.4,4.180286
SU,1994,163,3,F,2.5,4.180286
SU,1994,163,3,F,2.9,4.180286
SU,1994,167,3,F,1.866666667,4.180286
SU,1994,167,3,F,2.133333333,4.180286
SU,1994,167,3,F,2.2,4.180286
SU,1994,168,4,F,2.1,4.180286
SU,1994,168,4,M,2.2,4.180286
SU,1994,168,4,F,2.3,4.180286
SU,1994,168,4,M,2.7,4.180286
SU,1994,169,3,F,2.3125,4.180286
SU,1994,169,3,F,2.5625,4.180286
SU,1994,169,3,F,2.8125,4.180286
SU,1994,170,3,F,1.666666667,4.180286
SU,1994,170,3,M,1.8,4.180286
SU,1994,170,3,M,1.866666667,4.180286
SU,1994,171,2,M,1.8,4.180286
SU,1994,171,2,F,2.2,4.180286
SU,1994,177,3,M,1.333333333,4.180286
SU,1994,177,3,M,1.583333333,4.180286
SU,1994,177,3,M,1.666666667,4.180286
SU,1994,180,3,F,2.133333333,4.180286
SU,1994,180,3,F,2.2,4.180286
SU,1994,180,3,F,2.333333333,4.180286
LL,1994,191,3,F,2,4.180286
LL,1994,191,3,M,2.157894737,4.180286
LL,1994,191,3,F,2.210526316,4.180286
LL,1994,193,2,F,1,4.180286
LL,1994,193,2,F,1.888888889,4.180286
LL,1994,196,3,M,1.611111111,4.180286
LL,1994,196,3,M,1.611111111,4.180286
LL,1994,196,3,M,1.666666667,4.180286
LL,1994,199,4,F,1.388888889,4.180286
LL,1994,199,4,F,1.555555556,4.180286
LL,1994,199,4,F,1.722222222,4.180286
LL,1994,199,4,F,1.888888889,4.180286
LL,1994,202,2,F,2.058823529,4.180286
LL,1994,202,2,M,2.176470588,4.180286
LL,1994,210,2,F,2.5625,4.180286
LL,1994,210,2,M,2.875,4.180286
LL,1994,211,3,M,1.035714286,4.180286
LL,1994,211,3,F,1.894736842,4.180286
LL,1994,211,3,M,2.142857143,4.180286
LL,1994,215,2,M,1.695652174,4.180286
LL,1994,215,2,F,2.342857143,4.180286
LL,1994,219,3,M,1.666666667,4.180286
LL,1994,219,3,F,1.833333333,4.180286
LL,1994,219,3,F,2.166666667,4.180286
LL,1994,221,3,M,2.266666667,4.180286
LL,1994,221,3,F,2.4,4.180286
LL,1994,221,3,M,2.533333333,4.180286
LL,1994,224,3,M,1.789473684,4.180286
LL,1994,224,3,M,1.789473684,4.180286
LL,1994,224,3,F,2.25,4.180286
LL,1994,225,3,F,1.076923077,4.180286
LL,1994,225,3,F,1.384615385,4.180286
LL,1994,225,3,M,1.384615385,4.180286
KL,1994,233,3,F,2,4.180286
KL,1994,233,3,M,2.272727273,4.180286
KL,1994,233,3,F,2.454545455,4.180286
KL,1994,238,4,F,1.727272727,4.180286
KL,1994,238,4,F,1.727272727,4.180286
KL,1994,238,4,M,1.818181818,4.180286
KL,1994,238,4,M,2.090909091,4.180286
KL,1994,262,3,M,1.2,4.180286
KL,1994,262,3,F,2.6,4.180286
KL,1994,262,3,M,3,4.180286
LL,1994,320,4,F,1.666666667,4.180286
LL,1994,320,4,F,1.833333333,4.180286
LL,1994,320,4,F,2.583333333,4.180286
LL,1994,320,4,M,2.583333333,4.180286
SU,1994,378,1,M,2.3,4.180286
SU,1994,515,2,M,1.75,4.180286
SU,1994,515,2,M,2,4.180286
SU,1994,520,4,M,0.846153846,4.180286
SU,1994,520,4,F,1.153846154,4.180286
SU,1994,520,4,M,1.384615385,4.180286
SU,1994,520,4,M,1.461538462,4.180286
KL,1995,52,3,M,0.971428571,0.689449
KL,1995,52,3,F,1.028571429,0.689449
KL,1995,52,3,F,1.085714286,0.689449
KL,1995,64,2,F,1.375,0.689449
KL,1995,64,2,F,1.8125,0.689449
KL,1995,66,3,F,1.7,0.689449
KL,1995,66,3,F,1.7,0.689449
KL,1995,66,3,M,1.8,0.689449
KL,1995,68,2,F,1.882352941,0.689449
KL,1995,68,2,F,2.117647059,0.689449
KL,1995,69,4,F,1.590909091,0.689449
KL,1995,69,4,M,1.818181818,0.689449
KL,1995,69,4,M,1.818181818,0.689449
KL,1995,69,4,M,1.863636364,0.689449
KL,1995,72,1,F,2.527777778,0.689449
KL,1995,76,2,M,1.470588235,0.689449
KL,1995,76,2,M,1.470588235,0.689449
KL,1995,78,3,F,1.75,0.689449
KL,1995,78,3,M,1.75,0.689449
KL,1995,78,3,F,2,0.689449
KL,1995,80,2,F,1.272727273,0.689449
KL,1995,80,2,F,1.454545455,0.689449
SU,1995,81,3,F,2.285714286,0.689449
SU,1995,81,3,F,3,0.689449
SU,1995,81,3,M,3.571428571,0.689449
KL,1995,82,3,F,2.722222222,0.689449
KL,1995,82,3,F,2.777777778,0.689449
KL,1995,82,3,M,2.888888889,0.689449
SU,1995,84,5,F,1.15,0.689449
SU,1995,84,5,F,1.5,0.689449
SU,1995,84,5,F,1.5,0.689449
SU,1995,84,5,M,1.6,0.689449
SU,1995,84,5,F,1.65,0.689449
SU,1995,91,3,M,1.611111111,0.689449
SU,1995,91,3,F,1.611111111,0.689449
SU,1995,91,3,F,1.833333333,0.689449
SU,1995,97,2,F,1.80952381,0.689449
SU,1995,97,2,M,1.80952381,0.689449
LL,1995,111,3,F,1.15,0.689449
LL,1995,111,3,M,1.25,0.689449
LL,1995,111,3,F,1.5,0.689449
SU,1995,162,1,F,1.3,0.689449
SU,1995,166,4,F,1.315789474,0.689449
SU,1995,166,4,M,1.368421053,0.689449
SU,1995,166,4,F,1.368421053,0.689449
SU,1995,166,4,F,1.421052632,0.689449
SU,1995,167,3,F,1.833333333,0.689449
SU,1995,167,3,F,2,0.689449
SU,1995,167,3,F,2.25,0.689449
SU,1995,168,3,M,2.25,0.689449
SU,1995,168,3,M,2.35,0.689449
SU,1995,168,3,M,2.45,0.689449
SU,1995,169,4,M,1.333333333,0.689449
SU,1995,169,4,M,1.333333333,0.689449
SU,1995,169,4,M,1.444444444,0.689449
SU,1995,169,4,M,1.555555556,0.689449
SU,1995,170,2,F,1.833333333,0.689449
SU,1995,170,2,F,1.833333333,0.689449
SU,1995,172,4,M,0.785714286,0.689449
SU,1995,172,4,F,1,0.689449
SU,1995,172,4,M,1.071428571,0.689449
SU,1995,172,4,F,1.071428571,0.689449
SU,1995,173,3,F,1.105263158,0.689449
SU,1995,173,3,F,1.315789474,0.689449
SU,1995,173,3,M,1.578947368,0.689449
SU,1995,174,3,M,1.473684211,0.689449
SU,1995,174,3,M,1.473684211,0.689449
SU,1995,174,3,M,1.684210526,0.689449
SU,1995,175,4,F,1.266666667,0.689449
SU,1995,175,4,M,1.4,0.689449
SU,1995,175,4,M,1.466666667,0.689449
SU,1995,175,4,F,1.533333333,0.689449
SU,1995,177,4,F,1.266666667,0.689449
SU,1995,177,4,M,1.266666667,0.689449
SU,1995,177,4,M,1.4,0.689449
SU,1995,177,4,F,1.4,0.689449
SU,1995,178,3,M,1.576923077,0.689449
SU,1995,178,3,F,1.653846154,0.689449
SU,1995,178,3,F,1.653846154,0.689449
SU,1995,179,3,F,1.952380952,0.689449
SU,1995,179,3,F,2,0.689449
SU,1995,179,3,M,2.142857143,0.689449
SU,1995,181,3,M,2.709677419,0.689449
SU,1995,181,3,F,2.709677419,0.689449
SU,1995,181,3,F,2.903225806,0.689449
SU,1995,182,2,F,1.541666667,0.689449
SU,1995,182,2,F,1.875,0.689449
LL,1995,199,1,F,1.15,0.689449
LL,1995,204,2,M,0.75,0.689449
LL,1995,204,2,M,1,0.689449
LL,1995,208,4,M,0.952380952,0.689449
LL,1995,208,4,F,0.952380952,0.689449
LL,1995,208,4,F,1,0.689449
LL,1995,208,4,M,1.142857143,0.689449
LL,1995,212,2,M,1.8125,0.689449
LL,1995,212,2,M,1.9375,0.689449
LL,1995,216,3,M,1.518518519,0.689449
LL,1995,216,3,F,1.518518519,0.689449
LL,1995,216,3,M,1.555555556,0.689449
