GRID,BR,YR,AGE,BY,LN,Dam,FOOD,LSIZE,Julian,conestm1
KL,1,2001,2,1999,1,719,0,3,146,0.712215
SU,1,2001,5,1996,1,758,,3,130,0.712215
SU,1,2001,3,1998,1,760,,4,122,0.712215
SU,4,2002,5,1997,1,9,,3,116,1.856132
SU,1,2002,5,1997,1,173,,3,128,1.856132
SU,1,2002,4,1998,1,303,,3,152,1.856132
KL,1,2002,4,1998,1,304,,4,124,1.856132
KL,4,2002,4,1998,1,309,,4,122,1.856132
KL,4,2002,4,1998,1,316,0,3,122,1.856132
SU,1,2002,4,1998,1,320,,4,153,1.856132
KL,1,2002,4,1998,1,330,,4,125,1.856132
KL,7,2002,4,1998,1,335,,0,120,1.856132
KL,4,2002,4,1998,1,336,,3,133,1.856132
SU,1,2002,5,1997,1,338,,2,117,1.856132
SU,1,2002,4,1998,1,339,,4,125,1.856132
SU,1,2002,4,1998,1,342,,3,157,1.856132
KL,1,2002,4,1998,1,344,,4,133,1.856132
KL,1,2002,6,1996,1,480,,4,130,1.856132
KL,1,2002,6,1996,1,484,,4,123,1.856132
KL,1,2002,5,1997,1,485,,2,115,1.856132
KL,4,2002,4,1998,1,491,,3,102,1.856132
KL,4,2002,4,1998,1,492,,2,123,1.856132
KL,1,2002,4,1998,1,516,,3,130,1.856132
SU,1,2002,5,1997,1,566,,4,123,1.856132
KL,1,2002,5,1997,1,567,,2,112,1.856132
KL,1,2002,5,1997,1,568,,2,128,1.856132
SU,1,2002,5,1997,1,572,,2,122,1.856132
KL,1,2002,4,1998,1,584,,4,128,1.856132
KL,1,2002,4,1998,1,585,,3,104,1.856132
SU,1,2002,4,1998,1,597,,4,121,1.856132
KL,1,2002,4,1998,1,607,,2,119,1.856132
KL,1,2002,4,1998,1,608,,3,119,1.856132
KL,1,2002,4,1998,1,609,,3,136,1.856132
KL,1,2002,4,1998,1,610,,3,136,1.856132
SU,1,2002,4,1998,1,623,,3,133,1.856132
KL,1,2002,5,1997,1,625,0,3,144,1.856132
SU,1,2002,5,1997,1,628,,3,119,1.856132
SU,1,2002,5,1997,1,635,,3,122,1.856132
SU,4,2002,4,1998,1,636,,3,120,1.856132
SU,1,2002,4,1998,1,637,,3,139,1.856132
KL,1,2002,5,1997,1,639,,4,135,1.856132
SU,1,2002,4,1998,1,641,,2,124,1.856132
KL,1,2002,5,1997,1,645,,2,117,1.856132
SU,1,2002,4,1998,1,650,,2,115,1.856132
KL,1,2002,4,1998,1,658,,3,126,1.856132
AG,1,2002,,2002,1,670,0,3,141,1.856132
AG,1,2002,,2002,1,676,0,3,126,1.856132
SU,1,2002,6,1996,1,683,,3,128,1.856132
SU,1,2002,4,1998,1,684,,1,101,1.856132
SU,1,2002,2,2000,1,686,,3,122,1.856132
KL,1,2002,3,1999,1,687,,3,120,1.856132
KL,1,2002,3,1999,1,693,,3,122,1.856132
SU,1,2002,2,2000,1,695,,3,132,1.856132
SU,1,2002,2,2000,1,696,,3,146,1.856132
SU,1,2002,5,1997,1,700,,2,112,1.856132
KL,1,2002,3,1999,1,703,,4,124,1.856132
KL,1,2002,3,1999,1,705,,2,122,1.856132
KL,1,2002,3,1999,1,720,,3,136,1.856132
KL,1,2002,3,1999,1,723,,3,125,1.856132
SU,1,2002,6,1996,1,758,,3,130,1.856132
SU,1,2002,4,1998,1,760,,3,118,1.856132
SU,1,2002,4,1998,1,776,,3,120,1.856132
SU,1,2003,6,1997,1,9,,1,116,2.336802
SU,1,2003,6,1997,1,173,,4,141,2.336802
SU,1,2003,5,1998,1,303,,3,136,2.336802
KL,1,2003,5,1998,1,344,,3,144,2.336802
KL,1,2003,6,1997,1,485,,3,125,2.336802
KL,1,2003,5,1998,1,492,,3,106,2.336802
KL,1,2003,5,1998,1,516,,3,120,2.336802
KL,1,2003,6,1997,1,567,,3,117,2.336802
KL,1,2003,5,1998,1,584,,3,138,2.336802
KL,1,2003,5,1998,1,608,,3,110,2.336802
KL,1,2003,5,1998,1,609,,0,119,2.336802
SU,1,2003,5,1998,1,622,,3,145,2.336802
SU,1,2003,5,1998,1,623,,3,120,2.336802
SU,1,2003,6,1997,1,628,,3,122,2.336802
SU,1,2003,6,1997,1,635,,3,124,2.336802
KL,1,2003,6,1997,1,639,,4,158,2.336802
SU,2,2003,5,1998,1,641,,0,100,2.336802
KL,2,2003,6,1997,1,645,,0,111,2.336802
SU,1,2003,5,1998,1,650,,3,80,2.336802
KL,1,2003,5,1998,1,658,,3,124,2.336802
SU,1,2003,5,1998,1,684,,2,101,2.336802
SU,1,2003,3,2000,1,686,,3,87,2.336802
KL,1,2003,4,1999,1,693,,3,103,2.336802
SU,1,2003,3,2000,1,695,,3,129,2.336802
SU,1,2003,6,1997,1,700,,4,102,2.336802
KL,1,2003,4,1999,1,704,,3,128,2.336802
SU,1,2003,2,2001,1,709,,4,118,2.336802
KL,1,2003,2,2001,1,711,,4,130,2.336802
KL,1,2003,2,2001,1,712,,2,132,2.336802
KL,1,2003,2,2001,1,713,,2,139,2.336802
KL,1,2003,2,2001,1,714,,3,125,2.336802
KL,1,2003,2,2001,1,715,,4,115,2.336802
SU,1,2003,2,2001,1,717,,3,109,2.336802
KL,1,2003,2,2001,1,718,,4,123,2.336802
KL,1,2003,2,2001,1,722,,3,115,2.336802
KL,1,2003,2,2001,1,724,,2,144,2.336802
KL,1,2003,1,2002,1,733,,2,130,2.336802
KL,1,2003,1,2002,1,734,,1,145,2.336802
KL,1,2003,2,2001,1,737,,2,125,2.336802
SX,1,2003,2,2001,1,740,0,0,128,2.336802
SU,1,2003,1,2002,1,755,,3,131,2.336802
SU,1,2003,1,2002,1,757,,3,117,2.336802
SU,1,2003,1,2002,1,759,,3,140,2.336802
KL,1,2003,3,2000,1,761,,2,135,2.336802
KL,1,2003,2,2001,1,763,,3,135,2.336802
SU,1,2003,2,2001,1,764,,2,159,2.336802
SU,1,2003,2,2001,1,765,,3,142,2.336802
SX,1,2003,3,2000,1,766,0,4,141,2.336802
SU,1,2003,2,2001,1,772,,3,126,2.336802
KL,1,2003,2,2001,1,775,,4,152,2.336802
SU,2,2003,5,1998,1,776,,0,124,2.336802
SU,1,2004,7,1997,1,9,,3,118,1.402178
SU,1,2004,6,1998,1,320,,4,125,1.402178
KL,1,2004,7,1997,1,485,,2,135,1.402178
KL,1,2004,6,1998,1,492,0,3,128,1.402178
KL,1,2004,6,1998,1,608,0,2,124,1.402178
KL,1,2004,7,1997,1,620,,2,121,1.402178
SU,1,2004,7,1997,1,635,,2,130,1.402178
SU,1,2004,6,1998,1,641,0,2,115,1.402178
KL,6,2004,6,1998,1,658,0,0,136,1.402178
AG,1,2004,6,1998,1,663,,2,118,1.402178
AG,1,2004,6,1998,1,675,0,3,138,1.402178
AG,1,2004,4,2000,1,681,,2,132,1.402178
SU,1,2004,5,1999,1,682,,3,122,1.402178
SU,1,2004,6,1998,1,684,,1,111,1.402178
SU,2,2004,6,1998,1,685,0,0,113,1.402178
SU,1,2004,4,2000,1,686,0,3,106,1.402178
AG,1,2004,5,1999,1,688,0,4,120,1.402178
AG,1,2004,6,1998,1,689,0,3,118,1.402178
AG,2,2004,6,1998,1,697,0,0,130,1.402178
SU,0,2004,1,2003,0,698,,,157,1.402178
SU,1,2004,1,2003,1,699,0,3,157,1.402178
KL,1,2004,1,2003,1,701,0,3,155,1.402178
SU,1,2004,3,2001,1,709,0,4,124,1.402178
KL,1,2004,3,2001,1,711,0,3,135,1.402178
KL,1,2004,3,2001,1,713,0,3,125,1.402178
KL,1,2004,3,2001,1,715,0,3,110,1.402178
KL,1,2004,3,2001,1,716,0,3,120,1.402178
KL,1,2004,3,2001,1,718,0,3,131,1.402178
KL,1,2004,2,2002,1,721,0,2,136,1.402178
KL,1,2004,3,2001,1,724,0,2,110,1.402178
KL,1,2004,2,2002,1,725,0,3,122,1.402178
KL,0,2004,1,2003,0,726,0,,125,1.402178
SU,2,2004,2,2002,1,727,0,0,137,1.402178
AG,1,2004,2,2002,1,728,0,3,129,1.402178
AG,1,2004,2,2002,1,729,0,1,114,1.402178
AG,2,2004,3,2001,1,730,0,0,113,1.402178
KL,1,2004,2,2002,1,731,0,3,136,1.402178
KL,1,2004,2,2002,1,732,0,3,126,1.402178
KL,1,2004,2,2002,1,733,0,3,139,1.402178
KL,1,2004,2,2002,1,734,0,3,117,1.402178
KL,1,2004,1,2003,1,735,0,3,145,1.402178
KL,0,2004,1,2003,0,736,0,,145,1.402178
AG,1,2004,3,2001,1,738,0,3,116,1.402178
AG,1,2004,1,2003,1,739,,3,128,1.402178
KL,6,2004,1,2003,1,741,0,0,116,1.402178
AG,1,2004,3,2001,1,742,0,4,127,1.402178
AG,1,2004,3,2001,1,743,0,2,110,1.402178
SU,0,2004,1,2003,0,744,0,,128,1.402178
SU,0,2004,1,2003,0,745,0,,144,1.402178
SU,0,2004,1,2003,0,746,,,154,1.402178
AG,1,2004,2,2002,1,747,0,3,137,1.402178
AG,1,2004,2,2002,1,748,0,3,117,1.402178
AG,1,2004,2,2002,1,749,0,3,106,1.402178
KL,0,2004,1,2003,0,750,0,,145,1.402178
SU,0,2004,1,2003,0,751,0,,144,1.402178
KL,1,2004,2,2002,1,752,0,3,116,1.402178
KL,0,2004,2,2002,0,753,0,,117,1.402178
KL,1,2004,2,2002,1,754,0,3,136,1.402178
SU,1,2004,2,2002,1,755,0,3,131,1.402178
SU,1,2004,2,2002,1,756,0,4,119,1.402178
SU,1,2004,2,2002,1,757,0,0,156,1.402178
SU,1,2004,2,2002,1,759,0,2,139,1.402178
AG,1,2004,2,2002,1,762,0,3,124,1.402178
SU,1,2004,3,2001,1,764,0,3,134,1.402178
SU,1,2004,3,2001,1,765,0,3,154,1.402178
SU,1,2004,2,2002,1,767,0,3,129,1.402178
AG,1,2004,4,2000,1,768,0,3,112,1.402178
AG,1,2004,3,2001,1,769,0,2,103,1.402178
SU,0,2004,1,2003,0,770,0,,154,1.402178
SU,1,2004,2,2002,1,771,0,2,128,1.402178
SU,1,2004,3,2001,1,772,0,2,136,1.402178
SU,1,2004,3,2001,1,773,0,2,144,1.402178
SU,0,2004,1,2003,0,774,0,,144,1.402178
KL,1,2004,3,2001,1,775,0,3,131,1.402178
SU,1,2004,6,1998,1,776,0,3,132,1.402178
KL,1,2004,1,2003,1,777,0,2,139,1.402178
KL,1,2004,1,2003,1,778,0,4,141,1.402178
AG,1,2004,2,2002,1,779,0,3,108,1.402178
AG,1,2004,2,2002,1,780,,3,112,1.402178
AG,1,2004,2,2002,1,781,,2,147,1.402178
AG,1,2004,2,2002,1,782,,4,122,1.402178
