LayDay,clutch,bin,postlay,clutch.size,eggcode,eggmass,post.eggmass,dam.oby,hatch
125,2,105,4.63,5,C,0.44,0.44,yo,1
142,2,134,5.35,5,C,0.44,0.44,yo,1
125,2,114,5.1,4,C,0.51,0.43,yo,1
98,1,171,5.63,6,C,0.43,0.43,yo,1
125,2,105,4.63,5,C,0.43,0.43,yo,1
128,1,101,5.02,5,C,0.43,0.43,yo,1
88,1,114,4.46,4,C,0.42,0.42,yo,0
107,1,163,4.23,3,C,0.47,0.41,yo,0
98,1,171,5.63,6,C,0.41,0.41,yo,0
128,1,101,5.02,5,C,0.41,0.41,yo,1
91,1,105,4.41,4,C,0.41,0.41,yo,1
88,1,114,4.46,4,C,0.41,0.41,yo,1
146,2,168,4.51,4,C,0.41,0.41,yo,1
125,2,114,5.1,4,C,0.47,0.4,yo,1
76,1,115,3.58,4,C,0.4,0.4,yo,1
91,1,105,4.41,4,C,0.4,0.4,yo,0
134,2,23,4.52,4,C,0.4,0.4,yo,1
94,1,147,5.08,6,C,0.39,0.39,yo,0
134,2,23,4.52,4,C,0.39,0.39,yo,1
107,1,163,4.23,3,C,0.45,0.38,yo,0
94,1,147,5.08,6,C,0.37,0.37,yo,1
94,1,147,5.08,6,C,0.37,0.37,yo,1
76,1,115,3.58,4,C,0.37,0.37,yo,0
94,1,147,5.08,6,C,0.36,0.36,yo,0
132,2,171,5.78,6,C,0.34,0.34,yo,1
132,2,171,5.78,6,C,0.33,0.24,yo,1
146,3,118,6.83,1,M,0.78,0.63,yy,0
115,2,114,5.49,5,M,0.55,0.49,yy,1
137,2,130,5.63,5,M,0.57,0.47,yy,1
143,2,156,4.45,3,M,0.56,0.45,yy,1
137,2,130,5.63,5,M,0.51,0.44,yy,1
98,1,160,5.11,3,M,0.44,0.44,yy,1
157,2,169,5.24,3,M,0.53,0.43,yy,1
115,2,114,5.49,5,M,0.51,0.43,yy,0
108,2,118,5.08,4,M,0.51,0.43,yy,1
173,3,105,4.5,4,M,0.54,0.42,yy,1
108,2,118,5.08,4,M,0.49,0.41,yy,0
104,1,173,5.85,5,M,0.48,0.41,yy,1
104,1,173,5.85,5,M,0.47,0.41,yy,1
134,2,160,4.65,6,M,0.51,0.4,yy,1
134,2,160,4.65,6,M,0.48,0.4,yy,1
98,1,172,4.2,4,M,0.48,0.4,yy,1
82,1,118,5.16,5,M,0.51,0.39,yy,0
98,1,172,4.2,4,M,0.5,0.39,yy,1
173,3,105,4.5,4,M,0.5,0.39,yy,1
153,3,114,5.66,6,M,0.49,0.39,yy,1
82,1,118,5.16,5,M,0.49,0.39,yy,0
106,1,28,3.7,6,M,0.45,0.39,yy,1
153,3,114,5.66,6,M,0.5,0.38,yy,1
146,2,175,4.7,6,M,0.48,0.38,yy,1
100,1,175,5.79,5,M,0.47,0.38,yy,1
100,1,175,5.79,5,M,0.47,0.38,yy,1
141,2,173,5.91,6,M,0.46,0.38,yy,1
89,1,114,5.8,5,M,0.46,0.38,yy,0
146,2,175,4.7,6,M,0.45,0.38,yy,1
140,1,112,3.64,4,M,0.46,0.37,yy,1
128,2,175,5.53,7,M,0.46,0.36,yy,0
141,2,173,5.91,6,M,0.45,0.36,yy,1
118,2,154,4.5,5,M,0.42,0.36,yy,0
123,2,35,5.4,5,M,0.36,0.36,yy,0
110,2,149,6.23,5,M,0.45,0.35,yy,1
95,1,148,3.88,4,M,0.44,0.35,yy,1
128,2,175,5.53,7,M,0.42,0.34,yy,1
95,1,148,3.88,4,M,0.42,0.34,yy,0
93,1,156,4.14,4,M,0.42,0.34,yy,0
141,2,36,4.79,4,M,0.42,0.34,yy,0
115,2,105,3.67,5,M,0.41,0.34,yy,0
104,1,30,4.49,5,M,0.4,0.34,yy,0
89,1,114,5.8,5,M,0.44,0.33,yy,0
103,1,138,3.93,5,M,0.42,0.33,yy,1
87,1,137,3.27,4,M,0.41,0.33,yy,0
106,1,28,3.7,6,M,0.37,0.33,yy,1
174,3,130,5.01,6,M,0.43,0.32,yy,0
89,1,114,5.8,5,M,0.43,0.32,yy,1
140,1,112,3.64,4,M,0.43,0.32,yy,0
174,3,130,5.01,6,M,0.42,0.32,yy,0
103,1,138,3.93,5,M,0.41,0.32,yy,0
118,2,154,4.5,5,M,0.41,0.32,yy,1
141,2,36,4.79,4,M,0.41,0.32,yy,0
151,2,30,4.68,5,M,0.4,0.32,yy,0
87,1,137,3.27,4,M,0.4,0.31,yy,0
93,1,175,5.28,8,M,0.39,0.31,yy,1
98,1,36,5.02,6,M,0.38,0.31,yy,1
98,1,36,5.02,6,M,0.38,0.31,yy,1
110,2,149,6.23,5,M,0.47,0.3,yy,1
158,3,129,5.13,6,M,0.4,0.3,yy,1
158,3,129,5.13,6,M,0.39,0.3,yy,1
151,2,30,4.68,5,M,0.36,0.3,yy,0
89,1,154,4.9,6,M,0.39,0.29,yy,1
123,2,35,5.4,5,M,0.39,0.29,yy,0
93,1,175,5.28,8,M,0.37,0.29,yy,1
89,1,154,4.9,6,M,0.38,0.28,yy,0
102,1,115,3.35,4,M,0.35,0.28,yy,1
114,1,116,5.48,5,M,0.34,0.28,yy,1
102,1,115,3.35,4,M,0.34,0.28,yy,1
114,1,116,5.48,5,M,0.35,0.27,yy,0
96,1,129,4.9,5,M,0.31,0.23,yy,1
96,1,129,4.9,5,M,0.32,0.22,yy,1
90,1,35,5.45,3,C,0.59,0.59,yy,1
137,2,130,5.63,5,C,0.56,0.56,yy,1
90,1,35,5.45,3,C,0.56,0.56,yy,0
98,1,160,5.11,3,C,0.54,0.54,yy,0
137,2,130,5.63,5,C,0.53,0.53,yy,1
153,3,114,5.66,6,C,0.52,0.52,yy,1
137,2,130,5.63,5,C,0.52,0.52,yy,1
143,2,156,4.45,3,C,0.52,0.52,yy,1
98,1,160,5.11,3,C,0.52,0.52,yy,1
157,2,169,5.24,3,C,0.52,0.52,yy,1
108,2,118,5.08,4,C,0.51,0.51,yy,1
157,2,169,5.24,3,C,0.51,0.51,yy,1
153,3,114,5.66,6,C,0.5,0.5,yy,1
82,1,118,5.16,5,C,0.5,0.5,yy,0
82,1,118,5.16,5,C,0.49,0.49,yy,0
104,1,173,5.85,5,C,0.49,0.49,yy,1
140,1,112,3.64,4,C,0.49,0.49,yy,1
108,2,118,5.08,4,C,0.49,0.49,yy,1
146,2,175,4.7,6,C,0.48,0.48,yy,1
146,2,175,4.7,6,C,0.48,0.48,yy,1
153,3,114,5.66,6,C,0.48,0.48,yy,1
153,3,114,5.66,6,C,0.48,0.48,yy,1
104,1,173,5.85,5,C,0.48,0.48,yy,1
98,1,172,4.2,4,C,0.48,0.48,yy,1
173,3,105,4.5,4,C,0.48,0.48,yy,1
134,2,160,4.65,6,C,0.47,0.47,yy,1
100,1,175,5.79,5,C,0.47,0.47,yy,1
100,1,175,5.79,5,C,0.47,0.47,yy,1
110,2,149,6.23,5,C,0.47,0.47,yy,1
110,2,149,6.23,5,C,0.47,0.47,yy,1
110,2,149,6.23,5,C,0.47,0.47,yy,1
140,1,112,3.64,4,C,0.47,0.47,yy,1
137,1,128,3.85,4,C,0.47,0.47,yy,1
98,1,172,4.2,4,C,0.47,0.47,yy,1
141,2,173,5.91,6,C,0.46,0.46,yy,1
141,2,173,5.91,6,C,0.46,0.46,yy,1
82,1,118,5.16,5,C,0.46,0.46,yy,0
100,1,175,5.79,5,C,0.46,0.46,yy,1
134,2,160,4.65,6,C,0.45,0.45,yy,1
89,1,114,5.8,5,C,0.45,0.45,yy,1
137,1,128,3.85,4,C,0.45,0.45,yy,1
93,1,156,4.14,4,C,0.45,0.45,yy,1
134,2,160,4.65,6,C,0.44,0.44,yy,1
102,1,156,4.37,4,C,0.44,0.44,yy,1
173,3,105,4.5,4,C,0.44,0.44,yy,1
128,2,175,5.53,7,C,0.43,0.43,yy,1
174,3,130,5.01,6,C,0.43,0.43,yy,1
118,2,154,4.5,5,C,0.43,0.43,yy,1
89,1,114,5.8,5,C,0.43,0.43,yy,1
104,1,173,5.85,5,C,0.43,0.43,yy,1
102,1,122,4.49,3,C,0.43,0.43,yy,1
128,2,175,5.53,7,C,0.42,0.42,yy,1
146,2,175,4.7,6,C,0.42,0.42,yy,1
174,3,130,5.01,6,C,0.42,0.42,yy,1
141,2,173,5.91,6,C,0.42,0.42,yy,1
102,1,156,4.37,4,C,0.42,0.42,yy,1
102,1,122,4.49,3,C,0.42,0.42,yy,1
134,2,160,4.65,6,C,0.41,0.41,yy,1
146,2,175,4.7,6,C,0.41,0.41,yy,1
174,3,130,5.01,6,C,0.41,0.41,yy,1
158,3,129,5.13,6,C,0.41,0.41,yy,1
158,3,129,5.13,6,C,0.41,0.41,yy,1
141,2,173,5.91,6,C,0.41,0.41,yy,1
115,2,105,3.67,5,C,0.41,0.41,yy,0
118,2,154,4.5,5,C,0.41,0.41,yy,1
123,2,35,5.4,5,C,0.41,0.41,yy,1
93,1,156,4.14,4,C,0.41,0.41,yy,1
128,2,129,6.02,3,C,0.41,0.41,yy,1
93,1,175,5.28,8,C,0.4,0.4,yy,1
89,1,154,4.9,6,C,0.4,0.4,yy,1
174,3,130,5.01,6,C,0.4,0.4,yy,1
158,3,129,5.13,6,C,0.4,0.4,yy,1
115,2,105,3.67,5,C,0.4,0.4,yy,0
104,1,30,4.49,5,C,0.4,0.4,yy,1
87,1,137,3.27,4,C,0.4,0.4,yy,0
87,1,137,3.27,4,C,0.4,0.4,yy,0
95,1,148,3.88,4,C,0.4,0.4,yy,1
95,1,148,3.88,4,C,0.4,0.4,yy,1
93,1,175,5.28,8,C,0.39,0.39,yy,1
89,1,154,4.9,6,C,0.39,0.39,yy,0
89,1,154,4.9,6,C,0.39,0.39,yy,0
89,1,154,4.9,6,C,0.39,0.39,yy,0
98,1,36,5.02,6,C,0.39,0.39,yy,1
118,2,154,4.5,5,C,0.39,0.39,yy,1
115,2,114,5.49,5,C,0.39,0.39,yy,1
128,2,175,5.53,7,C,0.38,0.38,yy,0
98,1,36,5.02,6,C,0.38,0.38,yy,1
104,1,30,4.49,5,C,0.38,0.38,yy,1
104,1,30,4.49,5,C,0.38,0.38,yy,1
141,2,36,4.79,4,C,0.38,0.38,yy,0
141,2,36,4.79,4,C,0.38,0.38,yy,0
98,1,36,5.02,6,C,0.37,0.37,yy,1
158,3,129,5.13,6,C,0.37,0.37,yy,1
98,1,36,5.02,6,C,0.36,0.36,yy,1
123,2,35,5.4,5,C,0.36,0.36,yy,0
123,2,35,5.4,5,C,0.36,0.36,yy,1
102,1,115,3.35,4,C,0.36,0.36,yy,0
93,1,175,5.28,8,C,0.35,0.35,yy,1
114,1,116,5.48,5,C,0.35,0.35,yy,1
115,2,105,3.67,5,C,0.34,0.34,yy,0
96,1,129,4.9,5,C,0.34,0.34,yy,1
102,1,115,3.35,4,C,0.34,0.34,yy,1
82,1,105,4.25,6,C,0.33,0.33,yy,0
96,1,129,4.9,5,C,0.33,0.33,yy,1
114,1,116,5.48,5,C,0.33,0.33,yy,1
106,1,28,3.7,6,C,0.32,0.32,yy,0
96,1,129,4.9,5,C,0.32,0.32,yy,1
114,1,116,5.48,5,C,0.31,0.31,yy,1
106,1,28,3.7,6,C,0.26,0.26,yy,0
